[Name]
Series 1 at Polyline 1

[Data]
X [ m ],Pressure [ Pa ]
6.45515397e-002, 7.89917419e+002
7.52288848e-002, 7.50720886e+002
8.59169513e-002, 7.12870178e+002
9.65554565e-002, 6.76215332e+002
1.07100479e-001, 6.43641907e+002
1.17720477e-001, 6.13407227e+002
1.28457680e-001, 5.85637268e+002
1.39257953e-001, 5.59831604e+002
1.50073797e-001, 5.36564575e+002
1.60894051e-001, 5.15951538e+002
1.71690464e-001, 4.97625885e+002
1.82500675e-001, 4.80304016e+002
1.93316400e-001, 4.64174194e+002
2.04180256e-001, 4.50582489e+002
2.15081140e-001, 4.36906433e+002
2.26018727e-001, 4.22682037e+002
2.36957878e-001, 4.08896973e+002
2.47855559e-001, 3.97055054e+002
2.58685052e-001, 3.84741150e+002
2.69444287e-001, 3.72805634e+002
2.80286878e-001, 3.62126343e+002
2.91224420e-001, 3.51627869e+002
3.02242845e-001, 3.41604065e+002
3.13323945e-001, 3.31871521e+002
3.24453056e-001, 3.22709381e+002
3.35641474e-001, 3.13817444e+002
3.46942633e-001, 3.05411407e+002
3.58442962e-001, 2.97199615e+002
3.70239258e-001, 2.89160187e+002
3.82324755e-001, 2.81386810e+002
3.94692063e-001, 2.73659180e+002
4.07358527e-001, 2.66052612e+002
4.20301467e-001, 2.58568573e+002
4.33492094e-001, 2.51040695e+002
4.46871221e-001, 2.43544998e+002
4.60423261e-001, 2.36097763e+002
4.74141151e-001, 2.28726440e+002
4.87998903e-001, 2.21825027e+002
5.02020240e-001, 2.14899994e+002
5.16219079e-001, 2.07874466e+002
5.30558348e-001, 2.01031113e+002
5.45183301e-001, 1.94603821e+002
5.60165465e-001, 1.88232971e+002
5.75423002e-001, 1.81858185e+002
5.90944111e-001, 1.75633087e+002
6.06722116e-001, 1.69658722e+002
6.22753441e-001, 1.63772644e+002
6.39041662e-001, 1.57886246e+002
6.55598581e-001, 1.52029053e+002
6.72390461e-001, 1.46409653e+002
6.89406633e-001, 1.40828918e+002
7.06649244e-001, 1.35211121e+002
7.24120736e-001, 1.29574020e+002
7.41832435e-001, 1.24057152e+002
7.59818137e-001, 1.18693619e+002
7.78076887e-001, 1.13139763e+002
7.96544075e-001, 1.07717499e+002
8.15108538e-001, 1.02460022e+002
8.33549857e-001, 9.72668304e+001
8.51798594e-001, 9.22489624e+001
8.69856656e-001, 8.74134674e+001
8.87725949e-001, 8.28454285e+001
9.05408323e-001, 7.84445267e+001
9.22905803e-001, 7.41916046e+001
9.40220118e-001, 6.99288864e+001
9.57353234e-001, 6.58135910e+001
9.74307120e-001, 6.18056450e+001
9.91087258e-001, 5.79099731e+001
1.00773036e+000, 5.42006989e+001
1.02426696e+000, 5.05891762e+001
1.04069960e+000, 4.70310745e+001
1.05703068e+000, 4.34449120e+001
1.07326174e+000, 4.00849648e+001
1.08939421e+000, 3.69800491e+001
1.10542381e+000, 3.38574333e+001
1.12132537e+000, 3.07737427e+001
1.13704002e+000, 2.78409195e+001
1.15257549e+000, 2.49805794e+001
1.16792476e+000, 2.22127590e+001
1.18307769e+000, 1.96185570e+001
1.19801712e+000, 1.72040672e+001
1.21265852e+000, 1.49412327e+001
1.22703886e+000, 1.27823477e+001
1.24117875e+000, 1.07668724e+001
1.25504136e+000, 9.04408932e+000
1.26872540e+000, 7.35758924e+000
1.28225052e+000, 5.74505663e+000
1.29555559e+000, 4.36594009e+000
1.30863345e+000, 3.16558647e+000
1.32149041e+000, 2.15608549e+000
1.33414316e+000, 1.35840988e+000
1.34659505e+000, 7.09003925e-001
1.35885012e+000, 2.34267712e-001
1.37091982e+000, 2.34541893e-002
1.38281524e+000, -1.36121273e-001
1.39455605e+000, 1.41681194e-001
1.40634072e+000, 6.63371086e-001
1.41828883e+000, 1.56420326e+000
1.43054843e+000, 2.91518450e+000
1.44315660e+000, 4.52553844e+000
1.45614004e+000, 6.23743248e+000
1.46950722e+000, 8.46699429e+000
1.48325467e+000, 1.08865261e+001
1.49737918e+000, 1.34545994e+001
1.51212287e+000, 1.60211220e+001
1.52755427e+000, 1.90542564e+001
1.54364610e+000, 2.25310459e+001
1.56042433e+000, 2.58342285e+001
1.57790637e+000, 2.96728401e+001
1.59596050e+000, 3.37936401e+001
1.61494792e+000, 3.80024185e+001
1.63497388e+000, 4.26688156e+001
1.65657675e+000, 4.77913361e+001
1.67909217e+000, 5.31603470e+001
1.70277727e+000, 5.91069527e+001
1.72774243e+000, 6.53064728e+001
1.75399399e+000, 7.19242477e+001
1.78169262e+000, 7.92190552e+001
1.81110740e+000, 8.72891846e+001
1.84284317e+000, 9.63481903e+001
1.87736332e+000, 1.06200333e+002
1.91291833e+000, 1.16434364e+002
1.94755077e+000, 1.26892609e+002
1.98068106e+000, 1.37248474e+002
2.01239300e+000, 1.47632355e+002
2.04281735e+000, 1.57775833e+002
2.07202864e+000, 1.67373596e+002
2.10004711e+000, 1.76309784e+002
2.12711668e+000, 1.84722260e+002
2.15340018e+000, 1.92533478e+002
2.17876244e+000, 2.00080597e+002
2.20331049e+000, 2.07796906e+002
2.22662163e+000, 2.15827423e+002
2.24733281e+000, 2.23727936e+002
2.26667809e+000, 2.31975845e+002
2.28517222e+000, 2.40246231e+002
2.30290174e+000, 2.48133423e+002
2.31947398e+000, 2.55219437e+002
2.33502078e+000, 2.61236572e+002
2.34926939e+000, 2.66340576e+002
2.36170554e+000, 2.70291626e+002
2.37379384e+000, 2.73708282e+002
2.38639975e+000, 2.76324188e+002
2.40091944e+000, 2.78438629e+002
2.41629004e+000, 2.80156708e+002
2.43186402e+000, 2.81874084e+002
2.44750905e+000, 2.83912262e+002
2.46311665e+000, 2.86460327e+002
2.47765231e+000, 2.89764069e+002
2.49070573e+000, 2.94330170e+002
2.50241637e+000, 2.99885162e+002
2.51375508e+000, 3.06934662e+002
2.52509451e+000, 3.16476105e+002
2.53703570e+000, 3.29441956e+002
2.54938936e+000, 3.44994659e+002
2.56175566e+000, 3.59892395e+002
2.57349992e+000, 3.72114868e+002
2.58452392e+000, 3.81141785e+002
2.59540486e+000, 3.87396942e+002
2.60622048e+000, 3.91234741e+002
2.61700320e+000, 3.92661316e+002
2.62778592e+000, 3.92674103e+002
2.63857198e+000, 3.90086029e+002
2.64936042e+000, 3.84854919e+002
2.66015124e+000, 3.77696259e+002
2.67097616e+000, 3.68657227e+002
2.68184757e+000, 3.58361542e+002
2.69272304e+000, 3.47320648e+002
2.70359063e+000, 3.36044556e+002
2.71449041e+000, 3.24904114e+002
2.72543740e+000, 3.13068939e+002
2.73647594e+000, 3.01110077e+002
2.74751282e+000, 2.88886932e+002
2.75832272e+000, 2.76694244e+002
2.76901078e+000, 2.64251007e+002
2.77971387e+000, 2.51633591e+002
2.79042625e+000, 2.34972763e+002
2.79915380e+000, 2.44757751e+002
2.78857207e+000, 1.95795914e+002
2.77781320e+000, 1.91683044e+002
2.76699400e+000, 1.86837372e+002
2.75614262e+000, 1.81120087e+002
2.74505615e+000, 1.75816162e+002
2.73364234e+000, 1.70931549e+002
2.72194648e+000, 1.66416397e+002
2.70999789e+000, 1.62273209e+002
2.69801760e+000, 1.58511444e+002
2.68597841e+000, 1.55113968e+002
2.67390776e+000, 1.51965561e+002
2.66245508e+000, 1.48470154e+002
2.65166950e+000, 1.44580460e+002
2.64095783e+000, 1.40083649e+002
2.63025832e+000, 1.34967087e+002
2.61948180e+000, 1.29101257e+002
2.60859132e+000, 1.22439346e+002
2.59760785e+000, 1.14930328e+002
2.58655787e+000, 1.06358780e+002
2.57545924e+000, 9.68303986e+001
2.56407499e+000, 8.59315109e+001
2.55210829e+000, 7.41392288e+001
2.53778195e+000, 5.96982765e+001
2.52224040e+000, 4.53381653e+001
2.50690651e+000, 3.27919540e+001
2.49115634e+000, 2.08848553e+001
2.47231102e+000, 7.06892824e+000
2.44938993e+000, -7.86325502e+000
2.42288780e+000, -2.36793880e+001
2.39547348e+000, -3.98507004e+001
2.36837673e+000, -5.69736328e+001
2.34175348e+000, -7.48993988e+001
2.31260943e+000, -9.48677597e+001
2.27996874e+000, -1.17356827e+002
2.24499846e+000, -1.40828476e+002
2.21114826e+000, -1.62681061e+002
2.18060207e+000, -1.81778580e+002
2.15078473e+000, -2.00253159e+002
2.12132144e+000, -2.18554367e+002
2.09248185e+000, -2.36769470e+002
2.06468511e+000, -2.54057571e+002
2.03863621e+000, -2.70620575e+002
2.01428199e+000, -2.86049133e+002
1.99133730e+000, -3.00299652e+002
1.96929848e+000, -3.13851471e+002
1.94830143e+000, -3.26795776e+002
1.92887044e+000, -3.38778564e+002
1.91010439e+000, -3.50055664e+002
1.89176285e+000, -3.60978729e+002
1.87373865e+000, -3.71921295e+002
1.85603273e+000, -3.82465973e+002
1.83875251e+000, -3.92737457e+002
1.82189965e+000, -4.02715240e+002
1.80523229e+000, -4.12642334e+002
1.78888547e+000, -4.22402557e+002
1.77289975e+000, -4.31885315e+002
1.75727427e+000, -4.41141510e+002
1.74198675e+000, -4.50188324e+002
1.72700536e+000, -4.59034882e+002
1.71228778e+000, -4.67767670e+002
1.69781828e+000, -4.76262634e+002
1.68359387e+000, -4.84603180e+002
1.66961634e+000, -4.92468109e+002
1.65590382e+000, -5.00399475e+002
1.64245641e+000, -5.08154419e+002
1.62924790e+000, -5.15681519e+002
1.61628270e+000, -5.23091858e+002
1.60356104e+000, -5.30335876e+002
1.59099972e+000, -5.37389282e+002
1.57855868e+000, -5.44290222e+002
1.56624377e+000, -5.51109985e+002
1.55403149e+000, -5.57969604e+002
1.54193532e+000, -5.64663208e+002
1.52997148e+000, -5.71225037e+002
1.51814604e+000, -5.77704224e+002
1.50646520e+000, -5.84104614e+002
1.49493349e+000, -5.90341003e+002
1.48354328e+000, -5.96347351e+002
1.47227538e+000, -6.02198425e+002
1.46108019e+000, -6.07963806e+002
1.44991565e+000, -6.13486938e+002
1.43878233e+000, -6.18724670e+002
1.42768919e+000, -6.23801025e+002
1.41668868e+000, -6.28785217e+002
1.40577018e+000, -6.32987671e+002
1.39486694e+000, -6.37178772e+002
1.38397360e+000, -6.41171143e+002
1.37308729e+000, -6.44881470e+002
1.36220300e+000, -6.48186523e+002
1.35131228e+000, -6.51269348e+002
1.34041536e+000, -6.54183716e+002
1.32951248e+000, -6.56991760e+002
1.31860483e+000, -6.59579163e+002
1.30769312e+000, -6.61987732e+002
1.29677713e+000, -6.64303894e+002
1.28585696e+000, -6.66506592e+002
1.27493131e+000, -6.68616455e+002
1.26400042e+000, -6.70672852e+002
1.25306451e+000, -6.72639771e+002
1.24212325e+000, -6.74523987e+002
1.23117614e+000, -6.76389832e+002
1.22021723e+000, -6.78157959e+002
1.20924020e+000, -6.79829651e+002
1.19820619e+000, -6.81605408e+002
1.18709540e+000, -6.83225464e+002
1.17590451e+000, -6.84657959e+002
1.16463161e+000, -6.86148254e+002
1.15327501e+000, -6.87700623e+002
1.14183629e+000, -6.89124695e+002
1.13031960e+000, -6.90582031e+002
